identifier,creatureType,Time,CanReproduce,CanGrow,CanAttack,Energy,MaxEnergy,Size,Age,Activity,herbivores,carnivores,plants,herbivores_e,carnivores_e,plants_e
6,1,0,0,0,0,0.9953992,10,1,0.05599996,1,5,2,20,5,2,29.19999
0,0,0,0,0,0,0.9952992,5,1,0.05699996,1,5,2,20,5,2,29.39999
1,0,0,0,0,0,0.9952992,5,1,0.05699996,1,5,2,20,5,2,29.39999
2,0,0,0,0,0,0.9952992,5,1,0.05699996,1,5,2,20,5,2,29.39999
3,0,0,0,0,0,0.9952992,5,1,0.05699996,1,5,2,20,5,2,29.39999
4,0,0,0,0,0,0.9952992,5,1,0.05699996,1,5,2,20,5,2,29.39999
5,1,0,0,0,0,0.9952992,10,1,0.05699996,1,5,2,20,5,2,29.39999
6,1,0,0,0,0,0.9952992,10,1,0.05699996,1,5,2,20,5,2,29.39999
0,0,0,0,0,0,0.9951992,5,1,0.05799996,1,5,2,20,5,2,29.59999
1,0,0,0,0,0,0.9951992,5,1,0.05799996,1,5,2,20,5,2,29.59999
2,0,0,0,0,0,0.9951992,5,1,0.05799996,1,5,2,20,5,2,29.59999
3,0,0,0,0,0,0.9951992,5,1,0.05799996,1,5,2,20,5,2,29.59999
4,0,0,0,0,0,0.9951992,5,1,0.05799996,1,5,2,20,5,2,29.59999
5,1,0,0,0,0,0.9951992,10,1,0.05799996,1,5,2,20,5,2,29.59999
6,1,0,0,0,0,0.9951992,10,1,0.05799996,1,5,2,20,5,2,29.59999
0,0,0,0,0,0,0.9950992,5,1,0.05899996,1,5,2,20,5,2,29.79999
1,0,0,0,0,0,0.9950992,5,1,0.05899996,1,5,2,20,5,2,29.79999
2,0,0,0,0,0,0.9950992,5,1,0.05899996,1,5,2,20,5,2,29.79999
3,0,0,0,0,0,0.9950992,5,1,0.05899996,1,5,2,20,5,2,29.79999
4,0,0,0,0,0,0.9950992,5,1,0.05899996,1,5,2,20,5,2,29.79999
5,1,0,0,0,0,0.9950992,10,1,0.05899996,1,5,2,20,5,2,29.79999
6,1,0,0,0,0,0.9950992,10,1,0.05899996,1,5,2,20,5,2,29.79999
0,0,0,0,0,0,0.9949992,5,1,0.05999995,1,5,2,20,5,2,30
1,0,0,0,0,0,0.9949992,5,1,0.05999995,1,5,2,20,5,2,30
2,0,0,0,0,0,0.9949992,5,1,0.05999995,1,5,2,20,5,2,30
3,0,0,0,0,0,0.9949992,5,1,0.05999995,1,5,2,20,5,2,30
4,0,0,0,0,0,0.9949992,5,1,0.05999995,1,5,2,20,5,2,30
5,1,0,0,0,0,0.9949992,10,1,0.05999995,1,5,2,20,5,2,30
6,1,0,0,0,0,0.9949992,10,1,0.05999995,1,5,2,20,5,2,30
0,0,0,0,0,0,0.9948992,5,1,0.06099995,1,5,2,20,5,2,30.2
1,0,0,0,0,0,0.9948992,5,1,0.06099995,1,5,2,20,5,2,30.2
2,0,0,0,0,0,0.9948992,5,1,0.06099995,1,5,2,20,5,2,30.2
3,0,0,0,0,0,0.9948992,5,1,0.06099995,1,5,2,20,5,2,30.2
4,0,0,0,0,0,0.9948992,5,1,0.06099995,1,5,2,20,5,2,30.2
5,1,0,0,0,0,0.9948992,10,1,0.06099995,1,5,2,20,5,2,30.2
6,1,0,0,0,0,0.9948992,10,1,0.06099995,1,5,2,20,5,2,30.2
0,0,0,0,0,0,0.9947991,5,1,0.06199995,1,5,2,20,5,2,30.4
1,0,0,0,0,0,0.9947991,5,1,0.06199995,1,5,2,20,5,2,30.4
2,0,0,0,0,0,0.9947991,5,1,0.06199995,1,5,2,20,5,2,30.4
3,0,0,0,0,0,0.9947991,5,1,0.06199995,1,5,2,20,5,2,30.4
4,0,0,0,0,0,0.9947991,5,1,0.06199995,1,5,2,20,5,2,30.4
5,1,0,0,0,0,0.9947991,10,1,0.06199995,1,5,2,20,5,2,30.4
6,1,0,0,0,0,0.9947991,10,1,0.06199995,1,5,2,20,5,2,30.4
0,0,0,0,0,0,0.9946991,5,1,0.06299995,1,5,2,20,5,2,30.59999
1,0,0,0,0,0,0.9946991,5,1,0.06299995,1,5,2,20,5,2,30.59999
2,0,0,0,0,0,0.9946991,5,1,0.06299995,1,5,2,20,5,2,30.59999
3,0,0,0,0,0,0.9946991,5,1,0.06299995,1,5,2,20,5,2,30.59999
4,0,0,0,0,0,0.9946991,5,1,0.06299995,1,5,2,20,5,2,30.59999
5,1,0,0,0,0,0.9946991,10,1,0.06299995,1,5,2,20,5,2,30.59999
6,1,0,0,0,0,0.9946991,10,1,0.06299995,1,5,2,20,5,2,30.59999
0,0,0,0,0,0,0.9945991,5,1,0.06399995,1,5,2,20,5,2,30.79998
1,0,0,0,0,0,0.9945991,5,1,0.06399995,1,5,2,20,5,2,30.79998
2,0,0,0,0,0,0.9945991,5,1,0.06399995,1,5,2,20,5,2,30.79998
3,0,0,0,0,0,0.9945991,5,1,0.06399995,1,5,2,20,5,2,30.79998
4,0,0,0,0,0,0.9945991,5,1,0.06399995,1,5,2,20,5,2,30.79998
5,1,0,0,0,0,0.9945991,10,1,0.06399995,1,5,2,20,5,2,30.79998
6,1,0,0,0,0,0.9945991,10,1,0.06399995,1,5,2,20,5,2,30.79998
0,0,0,0,0,0,0.9944991,5,1,0.06499995,1,5,2,20,5,2,30.99999
1,0,0,0,0,0,0.9944991,5,1,0.06499995,1,5,2,20,5,2,30.99999
2,0,0,0,0,0,0.9944991,5,1,0.06499995,1,5,2,20,5,2,30.99999
3,0,0,0,0,0,0.9944991,5,1,0.06499995,1,5,2,20,5,2,30.99999
4,0,0,0,0,0,0.9944991,5,1,0.06499995,1,5,2,20,5,2,30.99999
5,1,0,0,0,0,0.9944991,10,1,0.06499995,1,5,2,20,5,2,30.99999
6,1,0,0,0,0,0.9944991,10,1,0.06499995,1,5,2,20,5,2,30.99999
0,0,0,0,0,0,0.9943991,5,1,0.06599995,1,5,2,20,5,2,31.19999
1,0,0,0,0,0,0.9943991,5,1,0.06599995,1,5,2,20,5,2,31.19999
2,0,0,0,0,0,0.9943991,5,1,0.06599995,1,5,2,20,5,2,31.19999
3,0,0,0,0,0,0.9943991,5,1,0.06599995,1,5,2,20,5,2,31.19999
4,0,0,0,0,0,0.9943991,5,1,0.06599995,1,5,2,20,5,2,31.19999
5,1,0,0,0,0,0.9943991,10,1,0.06599995,1,5,2,20,5,2,31.19999
6,1,0,0,0,0,0.9943991,10,1,0.06599995,1,5,2,20,5,2,31.19999
0,0,0,0,0,0,0.9942991,5,1,0.06699996,1,5,2,20,5,2,31.39999
1,0,0,0,0,0,0.9942991,5,1,0.06699996,1,5,2,20,5,2,31.39999
2,0,0,0,0,0,0.9942991,5,1,0.06699996,1,5,2,20,5,2,31.39999
3,0,0,0,0,0,0.9942991,5,1,0.06699996,1,5,2,20,5,2,31.39999
4,0,0,0,0,0,0.9942991,5,1,0.06699996,1,5,2,20,5,2,31.39999
5,1,0,0,0,0,0.9942991,10,1,0.06699996,1,5,2,20,5,2,31.39999
6,1,0,0,0,0,0.9942991,10,1,0.06699996,1,5,2,20,5,2,31.39999
0,0,0,0,0,0,0.994199,5,1,0.06799996,1,5,2,20,5,2,31.59999
1,0,0,0,0,0,0.994199,5,1,0.06799996,1,5,2,20,5,2,31.59999
2,0,0,0,0,0,0.994199,5,1,0.06799996,1,5,2,20,5,2,31.59999
3,0,0,0,0,0,0.994199,5,1,0.06799996,1,5,2,20,5,2,31.59999
4,0,0,0,0,0,0.994199,5,1,0.06799996,1,5,2,20,5,2,31.59999
5,1,0,0,0,0,0.994199,10,1,0.06799996,1,5,2,20,5,2,31.59999
6,1,0,0,0,0,0.994199,10,1,0.06799996,1,5,2,20,5,2,31.59999
0,0,0,0,0,0,0.994099,5,1,0.06899996,1,5,2,20,5,2,31.79999
1,0,0,0,0,0,0.994099,5,1,0.06899996,1,5,2,20,5,2,31.79999
2,0,0,0,0,0,0.994099,5,1,0.06899996,1,5,2,20,5,2,31.79999
3,0,0,0,0,0,0.994099,5,1,0.06899996,1,5,2,20,5,2,31.79999
4,0,0,0,0,0,0.994099,5,1,0.06899996,1,5,2,20,5,2,31.79999
5,1,0,0,0,0,0.994099,10,1,0.06899996,1,5,2,20,5,2,31.79999
6,1,0,0,0,0,0.994099,10,1,0.06899996,1,5,2,20,5,2,31.79999
0,0,0,0,0,0,0.993999,5,1,0.06999996,1,5,2,20,5,2,31.99998
1,0,0,0,0,0,0.993999,5,1,0.06999996,1,5,2,20,5,2,31.99998
2,0,0,0,0,0,0.993999,5,1,0.06999996,1,5,2,20,5,2,31.99998
3,0,0,0,0,0,0.993999,5,1,0.06999996,1,5,2,20,5,2,31.99998
4,0,0,0,0,0,0.993999,5,1,0.06999996,1,5,2,20,5,2,31.99998
5,1,0,0,0,0,0.993999,10,1,0.06999996,1,5,2,20,5,2,31.99998
6,1,0,0,0,0,0.993999,10,1,0.06999996,1,5,2,20,5,2,31.99998
0,0,0,0,0,0,0.993899,5,1,0.07099997,1,5,2,20,5,2,32.19998
1,0,0,0,0,0,0.993899,5,1,0.07099997,1,5,2,20,5,2,32.19998
2,0,0,0,0,0,0.993899,5,1,0.07099997,1,5,2,20,5,2,32.19998
3,0,0,0,0,0,0.993899,5,1,0.07099997,1,5,2,20,5,2,32.19998
4,0,0,0,0,0,0.993899,5,1,0.07099997,1,5,2,20,5,2,32.19998
5,1,0,0,0,0,0.993899,10,1,0.07099997,1,5,2,20,5,2,32.19998
6,1,0,0,0,0,0.993899,10,1,0.07099997,1,5,2,20,5,2,32.19998
0,0,0,0,0,0,0.993799,5,1,0.07199997,1,5,2,20,5,2,32.39998
1,0,0,0,0,0,0.993799,5,1,0.07199997,1,5,2,20,5,2,32.39998
2,0,0,0,0,0,0.993799,5,1,0.07199997,1,5,2,20,5,2,32.39998
3,0,0,0,0,0,0.993799,5,1,0.07199997,1,5,2,20,5,2,32.39998
4,0,0,0,0,0,0.993799,5,1,0.07199997,1,5,2,20,5,2,32.39998
5,1,0,0,0,0,0.993799,10,1,0.07199997,1,5,2,20,5,2,32.39998
6,1,0,0,0,0,0.993799,10,1,0.07199997,1,5,2,20,5,2,32.39998
0,0,0,0,0,0,0.993699,5,1,0.07299997,1,5,2,20,5,2,32.59999
1,0,0,0,0,0,0.993699,5,1,0.07299997,1,5,2,20,5,2,32.59999
2,0,0,0,0,0,0.993699,5,1,0.07299997,1,5,2,20,5,2,32.59999
3,0,0,0,0,0,0.993699,5,1,0.07299997,1,5,2,20,5,2,32.59999
4,0,0,0,0,0,0.993699,5,1,0.07299997,1,5,2,20,5,2,32.59999
5,1,0,0,0,0,0.993699,10,1,0.07299997,1,5,2,20,5,2,32.59999
6,1,0,0,0,0,0.993699,10,1,0.07299997,1,5,2,20,5,2,32.59999
0,0,0,0,0,0,0.9935989,5,1,0.07399997,1,5,2,20,5,2,32.79999
1,0,0,0,0,0,0.9935989,5,1,0.07399997,1,5,2,20,5,2,32.79999
2,0,0,0,0,0,0.9935989,5,1,0.07399997,1,5,2,20,5,2,32.79999
3,0,0,0,0,0,0.9935989,5,1,0.07399997,1,5,2,20,5,2,32.79999
4,0,0,0,0,0,0.9935989,5,1,0.07399997,1,5,2,20,5,2,32.79999
5,1,0,0,0,0,0.9935989,10,1,0.07399997,1,5,2,20,5,2,32.79999
6,1,0,0,0,0,0.9935989,10,1,0.07399997,1,5,2,20,5,2,32.79999
0,0,0,0,0,0,0.9934989,5,1,0.07499997,1,5,2,20,5,2,32.99999
1,0,0,0,0,0,0.9934989,5,1,0.07499997,1,5,2,20,5,2,32.99999
2,0,0,0,0,0,0.9934989,5,1,0.07499997,1,5,2,20,5,2,32.99999
3,0,0,0,0,0,0.9934989,5,1,0.07499997,1,5,2,20,5,2,32.99999
4,0,0,0,0,0,0.9934989,5,1,0.07499997,1,5,2,20,5,2,32.99999
5,1,0,0,0,0,0.9934989,10,1,0.07499997,1,5,2,20,5,2,32.99999
6,1,0,0,0,0,0.9934989,10,1,0.07499997,1,5,2,20,5,2,32.99999
0,0,0,0,0,0,0.9933989,5,1,0.07599998,1,5,2,20,5,2,33.19999
1,0,0,0,0,0,0.9933989,5,1,0.07599998,1,5,2,20,5,2,33.19999
2,0,0,0,0,0,0.9933989,5,1,0.07599998,1,5,2,20,5,2,33.19999
3,0,0,0,0,0,0.9933989,5,1,0.07599998,1,5,2,20,5,2,33.19999
4,0,0,0,0,0,0.9933989,5,1,0.07599998,1,5,2,20,5,2,33.19999
5,1,0,0,0,0,0.9933989,10,1,0.07599998,1,5,2,20,5,2,33.19999
6,1,0,0,0,0,0.9933989,10,1,0.07599998,1,5,2,20,5,2,33.19999
0,0,0,0,0,0,0.9932989,5,1,0.07699998,1,5,2,20,5,2,33.39999
1,0,0,0,0,0,0.9932989,5,1,0.07699998,1,5,2,20,5,2,33.39999
2,0,0,0,0,0,0.9932989,5,1,0.07699998,1,5,2,20,5,2,33.39999
3,0,0,0,0,0,0.9932989,5,1,0.07699998,1,5,2,20,5,2,33.39999
4,0,0,0,0,0,0.9932989,5,1,0.07699998,1,5,2,20,5,2,33.39999
5,1,0,0,0,0,0.9932989,10,1,0.07699998,1,5,2,20,5,2,33.39999
6,1,0,0,0,0,0.9932989,10,1,0.07699998,1,5,2,20,5,2,33.39999
0,0,1,0,0,0,0.9931989,5,1,0.07799998,1,5,2,20,5,2,33.59999
1,0,1,0,0,0,0.9931989,5,1,0.07799998,1,5,2,20,5,2,33.59999
2,0,1,0,0,0,0.9931989,5,1,0.07799998,1,5,2,20,5,2,33.59999
3,0,1,0,0,0,0.9931989,5,1,0.07799998,1,5,2,20,5,2,33.59999
4,0,1,0,0,0,0.9931989,5,1,0.07799998,1,5,2,20,5,2,33.59999
5,1,1,0,0,0,0.9931989,10,1,0.07799998,1,5,2,20,5,2,33.59999
6,1,1,0,0,0,0.9931989,10,1,0.07799998,1,5,2,20,5,2,33.59999
0,0,1,0,0,0,0.9930989,5,1,0.07899998,1,5,2,20,5,2,33.79998
1,0,1,0,0,0,0.9930989,5,1,0.07899998,1,5,2,20,5,2,33.79998
2,0,1,0,0,0,0.9930989,5,1,0.07899998,1,5,2,20,5,2,33.79998
3,0,1,0,0,0,0.9930989,5,1,0.07899998,1,5,2,20,5,2,33.79998
4,0,1,0,0,0,0.9930989,5,1,0.07899998,1,5,2,20,5,2,33.79998
5,1,1,0,0,0,0.9930989,10,1,0.07899998,1,5,2,20,5,2,33.79998
6,1,1,0,0,0,0.9930989,10,1,0.07899998,1,5,2,20,5,2,33.79998
0,0,1,0,0,0,0.9929988,5,1,0.07999998,1,5,2,20,5,2,33.99998
1,0,1,0,0,0,0.9929988,5,1,0.07999998,1,5,2,20,5,2,33.99998
2,0,1,0,0,0,0.9929988,5,1,0.07999998,1,5,2,20,5,2,33.99998
3,0,1,0,0,0,0.9929988,5,1,0.07999998,1,5,2,20,5,2,33.99998
4,0,1,0,0,0,0.9929988,5,1,0.07999998,1,5,2,20,5,2,33.99998
5,1,1,0,0,0,0.9929988,10,1,0.07999998,1,5,2,20,5,2,33.99998
6,1,1,0,0,0,0.9929988,10,1,0.07999998,1,5,2,20,5,2,33.99998
0,0,1,0,0,0,0.9928988,5,1,0.08099999,1,5,2,20,5,2,34.19999
1,0,1,0,0,0,0.9928988,5,1,0.08099999,1,5,2,20,5,2,34.19999
2,0,1,0,0,0,0.9928988,5,1,0.08099999,1,5,2,20,5,2,34.19999
3,0,1,0,0,0,0.9928988,5,1,0.08099999,1,5,2,20,5,2,34.19999
4,0,1,0,0,0,0.9928988,5,1,0.08099999,1,5,2,20,5,2,34.19999
5,1,1,0,0,0,0.9928988,10,1,0.08099999,1,5,2,20,5,2,34.19999
6,1,1,0,0,0,0.9928988,10,1,0.08099999,1,5,2,20,5,2,34.19999
0,0,1,0,0,0,0.9927988,5,1,0.08199999,1,5,2,20,5,2,34.39999
1,0,1,0,0,0,0.9927988,5,1,0.08199999,1,5,2,20,5,2,34.39999
2,0,1,0,0,0,0.9927988,5,1,0.08199999,1,5,2,20,5,2,34.39999
3,0,1,0,0,0,0.9927988,5,1,0.08199999,1,5,2,20,5,2,34.39999
4,0,1,0,0,0,0.9927988,5,1,0.08199999,1,5,2,20,5,2,34.39999
5,1,1,0,0,0,0.9927988,10,1,0.08199999,1,5,2,20,5,2,34.39999
6,1,1,0,0,0,0.9927988,10,1,0.08199999,1,5,2,20,5,2,34.39999
0,0,1,0,0,0,0.9926988,5,1,0.08299999,1,5,2,20,5,2,34.59999
1,0,1,0,0,0,0.9926988,5,1,0.08299999,1,5,2,20,5,2,34.59999
2,0,1,0,0,0,0.9926988,5,1,0.08299999,1,5,2,20,5,2,34.59999
3,0,1,0,0,0,0.9926988,5,1,0.08299999,1,5,2,20,5,2,34.59999
4,0,1,0,0,0,0.9926988,5,1,0.08299999,1,5,2,20,5,2,34.59999
5,1,1,0,0,0,0.9926988,10,1,0.08299999,1,5,2,20,5,2,34.59999
6,1,1,0,0,0,0.9926988,10,1,0.08299999,1,5,2,20,5,2,34.59999
0,0,1,0,0,0,0.9925988,5,1,0.08399999,1,5,2,20,5,2,34.79999
1,0,1,0,0,0,0.9925988,5,1,0.08399999,1,5,2,20,5,2,34.79999
2,0,1,0,0,0,0.9925988,5,1,0.08399999,1,5,2,20,5,2,34.79999
3,0,1,0,0,0,0.9925988,5,1,0.08399999,1,5,2,20,5,2,34.79999
4,0,1,0,0,0,0.9925988,5,1,0.08399999,1,5,2,20,5,2,34.79999
5,1,1,0,0,0,0.9925988,10,1,0.08399999,1,5,2,20,5,2,34.79999
6,1,1,0,0,0,0.9925988,10,1,0.08399999,1,5,2,20,5,2,34.79999
0,0,1,0,0,0,0.9924988,5,1,0.08499999,1,5,2,20,5,2,34.99999
1,0,1,0,0,0,0.9924988,5,1,0.08499999,1,5,2,20,5,2,34.99999
2,0,1,0,0,0,0.9924988,5,1,0.08499999,1,5,2,20,5,2,34.99999
3,0,1,0,0,0,0.9924988,5,1,0.08499999,1,5,2,20,5,2,34.99999
4,0,1,0,0,0,0.9924988,5,1,0.08499999,1,5,2,20,5,2,34.99999
5,1,1,0,0,0,0.9924988,10,1,0.08499999,1,5,2,20,5,2,34.99999
6,1,1,0,0,0,0.9924988,10,1,0.08499999,1,5,2,20,5,2,34.99999
0,0,1,0,0,0,0.9923987,5,1,0.086,1,5,2,20,5,2,35.19998
1,0,1,0,0,0,0.9923987,5,1,0.086,1,5,2,20,5,2,35.19998
2,0,1,0,0,0,0.9923987,5,1,0.086,1,5,2,20,5,2,35.19998
3,0,1,0,0,0,0.9923987,5,1,0.086,1,5,2,20,5,2,35.19998
4,0,1,0,0,0,0.9923987,5,1,0.086,1,5,2,20,5,2,35.19998
5,1,1,0,0,0,0.9923987,10,1,0.086,1,5,2,20,5,2,35.19998
6,1,1,0,0,0,0.9923987,10,1,0.086,1,5,2,20,5,2,35.19998
0,0,1,0,0,0,0.9922987,5,1,0.087,1,5,2,20,5,2,35.39998
1,0,1,0,0,0,0.9922987,5,1,0.087,1,5,2,20,5,2,35.39998
2,0,1,0,0,0,0.9922987,5,1,0.087,1,5,2,20,5,2,35.39998
3,0,1,0,0,0,0.9922987,5,1,0.087,1,5,2,20,5,2,35.39998
4,0,1,0,0,0,0.9922987,5,1,0.087,1,5,2,20,5,2,35.39998
5,1,1,0,0,0,0.9922987,10,1,0.087,1,5,2,20,5,2,35.39998
6,1,1,0,0,0,0.9922987,10,1,0.087,1,5,2,20,5,2,35.39998
0,0,1,0,0,0,0.9921987,5,1,0.088,1,5,2,20,5,2,35.59998
1,0,1,0,0,0,0.9921987,5,1,0.088,1,5,2,20,5,2,35.59998
2,0,1,0,0,0,0.9921987,5,1,0.088,1,5,2,20,5,2,35.59998
3,0,1,0,0,0,0.9921987,5,1,0.088,1,5,2,20,5,2,35.59998
4,0,1,0,0,0,0.9921987,5,1,0.088,1,5,2,20,5,2,35.59998
5,1,1,0,0,0,0.9921987,10,1,0.088,1,5,2,20,5,2,35.59998
6,1,1,0,0,0,0.9921987,10,1,0.088,1,5,2,20,5,2,35.59998
0,0,1,0,0,0,0.9920987,5,1,0.089,1,5,2,20,5,2,35.79999
1,0,1,0,0,0,0.9920987,5,1,0.089,1,5,2,20,5,2,35.79999
2,0,1,0,0,0,0.9920987,5,1,0.089,1,5,2,20,5,2,35.79999
3,0,1,0,0,0,0.9920987,5,1,0.089,1,5,2,20,5,2,35.79999
4,0,1,0,0,0,0.9920987,5,1,0.089,1,5,2,20,5,2,35.79999
5,1,1,0,0,0,0.9920987,10,1,0.089,1,5,2,20,5,2,35.79999
6,1,1,0,0,0,0.9920987,10,1,0.089,1,5,2,20,5,2,35.79999
0,0,1,0,0,0,0.9919987,5,1,0.09,1,5,2,20,5,2,35.99998
1,0,1,0,0,0,0.9919987,5,1,0.09,1,5,2,20,5,2,35.99998
2,0,1,0,0,0,0.9919987,5,1,0.09,1,5,2,20,5,2,35.99998
3,0,1,0,0,0,0.9919987,5,1,0.09,1,5,2,20,5,2,35.99998
4,0,1,0,0,0,0.9919987,5,1,0.09,1,5,2,20,5,2,35.99998
5,1,1,0,0,0,0.9919987,10,1,0.09,1,5,2,20,5,2,35.99998
6,1,1,0,0,0,0.9919987,10,1,0.09,1,5,2,20,5,2,35.99998
0,0,1,0,0,0,0.9918987,5,1,0.09100001,1,5,2,20,5,2,36.19998
1,0,1,0,0,0,0.9918987,5,1,0.09100001,1,5,2,20,5,2,36.19998
2,0,1,0,0,0,0.9918987,5,1,0.09100001,1,5,2,20,5,2,36.19998
3,0,1,0,0,0,0.9918987,5,1,0.09100001,1,5,2,20,5,2,36.19998
4,0,1,0,0,0,0.9918987,5,1,0.09100001,1,5,2,20,5,2,36.19998
5,1,1,0,0,0,0.9918987,10,1,0.09100001,1,5,2,20,5,2,36.19998
6,1,1,0,0,0,0.9918987,10,1,0.09100001,1,5,2,20,5,2,36.19998
0,0,1,0,0,0,0.9917986,5,1,0.09200001,1,5,2,20,5,2,36.39999
1,0,1,0,0,0,0.9917986,5,1,0.09200001,1,5,2,20,5,2,36.39999
2,0,1,0,0,0,0.9917986,5,1,0.09200001,1,5,2,20,5,2,36.39999
3,0,1,0,0,0,0.9917986,5,1,0.09200001,1,5,2,20,5,2,36.39999
4,0,1,0,0,0,0.9917986,5,1,0.09200001,1,5,2,20,5,2,36.39999
5,1,1,0,0,0,0.9917986,10,1,0.09200001,1,5,2,20,5,2,36.39999
6,1,1,0,0,0,0.9917986,10,1,0.09200001,1,5,2,20,5,2,36.39999
0,0,1,0,0,0,0.9916986,5,1,0.09300001,1,5,2,20,5,2,36.59999
1,0,1,0,0,0,0.9916986,5,1,0.09300001,1,5,2,20,5,2,36.59999
2,0,1,0,0,0,0.9916986,5,1,0.09300001,1,5,2,20,5,2,36.59999
3,0,1,0,0,0,0.9916986,5,1,0.09300001,1,5,2,20,5,2,36.59999
4,0,1,0,0,0,0.9916986,5,1,0.09300001,1,5,2,20,5,2,36.59999
5,1,1,0,0,0,0.9916986,10,1,0.09300001,1,5,2,20,5,2,36.59999
6,1,1,0,0,0,0.9916986,10,1,0.09300001,1,5,2,20,5,2,36.59999
0,0,1,0,0,0,0.9915986,5,1,0.09400001,1,5,2,20,5,2,36.8
1,0,1,0,0,0,0.9915986,5,1,0.09400001,1,5,2,20,5,2,36.8
2,0,1,0,0,0,0.9915986,5,1,0.09400001,1,5,2,20,5,2,36.8
3,0,1,0,0,0,0.9915986,5,1,0.09400001,1,5,2,20,5,2,36.8
4,0,1,0,0,0,0.9915986,5,1,0.09400001,1,5,2,20,5,2,36.8
5,1,1,0,0,0,0.9915986,10,1,0.09400001,1,5,2,20,5,2,36.8
6,1,1,0,0,0,0.9915986,10,1,0.09400001,1,5,2,20,5,2,36.8
0,0,1,0,0,0,0.9914986,5,1,0.09500001,1,5,2,20,5,2,36.99998
1,0,1,0,0,0,0.9914986,5,1,0.09500001,1,5,2,20,5,2,36.99998
2,0,1,0,0,0,0.9914986,5,1,0.09500001,1,5,2,20,5,2,36.99998
3,0,1,0,0,0,0.9914986,5,1,0.09500001,1,5,2,20,5,2,36.99998
4,0,1,0,0,0,0.9914986,5,1,0.09500001,1,5,2,20,5,2,36.99998
5,1,1,0,0,0,0.9914986,10,1,0.09500001,1,5,2,20,5,2,36.99998
6,1,1,0,0,0,0.9914986,10,1,0.09500001,1,5,2,20,5,2,36.99998
0,0,1,0,0,0,0.9913986,5,1,0.09600002,1,5,2,20,5,2,37.19998
1,0,1,0,0,0,0.9913986,5,1,0.09600002,1,5,2,20,5,2,37.19998
2,0,1,0,0,0,0.9913986,5,1,0.09600002,1,5,2,20,5,2,37.19998
3,0,1,0,0,0,0.9913986,5,1,0.09600002,1,5,2,20,5,2,37.19998
4,0,1,0,0,0,0.9913986,5,1,0.09600002,1,5,2,20,5,2,37.19998
5,1,1,0,0,0,0.9913986,10,1,0.09600002,1,5,2,20,5,2,37.19998
6,1,1,0,0,0,0.9913986,10,1,0.09600002,1,5,2,20,5,2,37.19998
0,0,1,0,0,0,0.9912986,5,1,0.09700002,1,5,2,20,5,2,37.39998
1,0,1,0,0,0,0.9912986,5,1,0.09700002,1,5,2,20,5,2,37.39998
2,0,1,0,0,0,0.9912986,5,1,0.09700002,1,5,2,20,5,2,37.39998
3,0,1,0,0,0,0.9912986,5,1,0.09700002,1,5,2,20,5,2,37.39998
4,0,1,0,0,0,0.9912986,5,1,0.09700002,1,5,2,20,5,2,37.39998
5,1,1,0,0,0,0.9912986,10,1,0.09700002,1,5,2,20,5,2,37.39998
6,1,1,0,0,0,0.9912986,10,1,0.09700002,1,5,2,20,5,2,37.39998
0,0,1,0,0,0,0.9911985,5,1,0.09800002,1,5,2,20,5,2,37.59998
1,0,1,0,0,0,0.9911985,5,1,0.09800002,1,5,2,20,5,2,37.59998
2,0,1,0,0,0,0.9911985,5,1,0.09800002,1,5,2,20,5,2,37.59998
3,0,1,0,0,0,0.9911985,5,1,0.09800002,1,5,2,20,5,2,37.59998
4,0,1,0,0,0,0.9911985,5,1,0.09800002,1,5,2,20,5,2,37.59998
5,1,1,0,0,0,0.9911985,10,1,0.09800002,1,5,2,20,5,2,37.59998
6,1,1,0,0,0,0.9911985,10,1,0.09800002,1,5,2,20,5,2,37.59998
0,0,1,0,0,0,0.9910985,5,1,0.09900002,1,5,2,20,5,2,37.79998
1,0,1,0,0,0,0.9910985,5,1,0.09900002,1,5,2,20,5,2,37.79998
2,0,1,0,0,0,0.9910985,5,1,0.09900002,1,5,2,20,5,2,37.79998
3,0,1,0,0,0,0.9910985,5,1,0.09900002,1,5,2,20,5,2,37.79998
4,0,1,0,0,0,0.9910985,5,1,0.09900002,1,5,2,20,5,2,37.79998
5,1,1,0,0,0,0.9910985,10,1,0.09900002,1,5,2,20,5,2,37.79998
6,1,1,0,0,0,0.9910985,10,1,0.09900002,1,5,2,20,5,2,37.79998
0,0,1,0,0,0,0.9909985,5,1,0.1,1,5,2,20,5,2,37.99998
1,0,1,0,0,0,0.9909985,5,1,0.1,1,5,2,20,5,2,37.99998
2,0,1,0,0,0,0.9909985,5,1,0.1,1,5,2,20,5,2,37.99998
3,0,1,0,0,0,0.9909985,5,1,0.1,1,5,2,20,5,2,37.99998
4,0,1,0,0,0,0.9909985,5,1,0.1,1,5,2,20,5,2,37.99998
5,1,1,0,0,0,0.9909985,10,1,0.1,1,5,2,20,5,2,37.99998
6,1,1,0,0,0,0.9909985,10,1,0.1,1,5,2,20,5,2,37.99998
0,0,1,0,0,0,0.9908985,5,1,0.101,1,5,2,20,5,2,38.19999
1,0,1,0,0,0,0.9908985,5,1,0.101,1,5,2,20,5,2,38.19999
2,0,1,0,0,0,0.9908985,5,1,0.101,1,5,2,20,5,2,38.19999
3,0,1,0,0,0,0.9908985,5,1,0.101,1,5,2,20,5,2,38.19999
